User ID,Username,Profile Picture URL,Account Creation Date,Number of Friends,Account Type,Bio,Location,Number of Posts,Number of Likes,Number of Comments,Last Active Date,Recent Posts,Sentiment Score,Is Fake Profile
066e90c7-b753-41a9-99cc-7e6782f8dc6e,monica75,https://placekitten.com/625/640,2022-10-05,698,Personal,Possible without short value pick.,East Kelly,77,439,9,2023-02-22,"['Letter born statement radio final happy. Turn two reflect million movement foreign. Sit move last style see feel perform onto. Improve smile few himself certain hope.', 'Part individual prove newspaper bad much sort. Soon actually later stop middle. Tough manage guy their employee note industry.\nReason student whose term. What performance maintain.', 'Note large seem own nothing building. Have especially surface difficult high.\nIndividual either parent nice table. Especially produce reach list girl. Ball describe fast daughter recognize whole.', 'Floor learn name such wear I. Sound machine audience TV to. Executive official trip fast radio pressure reduce.\nHuman debate cold here act race. Leader tend these say.']",Neutral,0
c691277c-ed7f-4d57-b67a-125cc1d66508,hartmantimothy,https://dummyimage.com/765x346,2024-10-02,333,Personal,Argue idea current break.,Kathyshire,77,621,486,2025-03-10,"['Better test dog actually who certainly. Many its sit respond administration hair people. Safe possible week opportunity difficult.\nBad step usually purpose. International upon clearly gas.', 'Result sit yard training. Seven will could according her spring sound. Head peace million believe teacher bad. Quite scene relationship.', 'Yet own one. Believe doctor evening lay.\nAllow rate future edge.\nEither away seat already. Nothing upon team alone democratic.']",Positive,0
a8e37f55-771f-4077-b3bb-a4336421de71,jason56,https://dummyimage.com/658x572,2022-08-09,3837,Personal,Ago along so raise.,New Lisafurt,8,657,417,2023-08-27,"['Seem key eat draw show. Hit seven better culture agency company family. Peace today significant.\nListen special he bill against democratic risk. Care yard response.', 'House cause career section stuff. Find travel next scientist.\nNor great research age man. Some rock industry police unit put page.', 'Life hair exist unit office beautiful development. Write whose bed really positive young.']",Negative,1
b920b307-294b-4776-881b-38c43a6dbc91,seanperez,https://picsum.photos/669/722,2021-06-24,1421,Business,Face at herself situation.,Alexisborough,20,555,278,2024-07-27,['Attention total catch true relationship medical. Future fight series. Author want put ability.'],Neutral,1
06e7cecc-3884-460a-aa7d-dcb84b99ebf3,ericcook,https://picsum.photos/732/71,2023-04-07,1859,Business,Fire happy perhaps glass hundred course.,Justinshire,85,904,355,2025-02-13,"['Article group great allow. Receive until north suddenly whether hit field.\nThought of among government news join. Approach couple field find cold carry. Themselves prevent staff day too.', 'Read son fall suggest forward and religious. Image fill listen fine local drug.', 'Ahead benefit unit land law. Understand lot detail four. None up respond.\nBeat able store check couple deep house. Report radio meeting reach.', 'Son too see manager and dark skill. Until artist wall they account.']",Neutral,0
afcbb6f9-bdc0-42ed-abda-d66cbfb51c08,rogersaudrey,https://picsum.photos/447/191,2023-08-30,2993,Personal,Least fear toward edge for age investment direction.,East Jamesberg,12,700,308,2025-03-19,"['Yard happy story example whose else bring. Loss interest name huge ability popular recognize mouth. Manage card ready.', 'Must issue beat easy. Mother establish house four new.\nRelationship set drug. Rule power become open.\nClass network however international guy because. War still player cold.', 'Maintain camera develop treatment. Religious man ask fill. Type discuss scene two might I likely. Later resource court cost himself.', 'Far black past finally religious.\nKnowledge attention build. Culture gas product value there officer fund. Concern onto Democrat rule only recent.']",Neutral,1
597d120d-7009-421c-a6df-d9b68b0ab592,lhenry,https://placekitten.com/972/39,2023-04-08,1548,Business,Ever industry per build behavior.,East Shaneport,58,622,463,2024-07-26,"['Only store young high option. Will throughout give tough.\nAlong production industry room professor a smile. Yes home amount. Family seat article or free because deep husband.', 'Few economy however hundred. Dinner beyond general tonight thank.\nOfficial develop report spend best. Cultural have buy agree article. Push include necessary peace evening.', 'Note none second. Anyone history fast without.\nOwn law population middle deep eat. Music land involve remain.\nAllow best rule arm. Fish trouble trouble some. Character action summer last.', 'Surface another structure ball window result. Summer too add recent give world wall. Rest physical too. Drug among shoulder onto turn this.', 'Interesting weight on piece stop professional. Board box himself appear especially. Reduce PM sure explain see however.']",Positive,1
c1a727e2-53a3-42bd-97ce-974aba64c9c7,christine39,https://dummyimage.com/97x644,2024-02-02,4545,Personal,Expert eat strategy news production unit spend.,Kimberlyton,9,179,95,2025-01-17,"['Enjoy want future test scene religious practice. Fire data half news.\nSupport control bar whether national major maybe. Court star mean yeah hit cover data social.', 'Service together kind message. Smile provide serious woman use standard also.', 'Newspaper so quality help agent speak. Any character science across believe operation cup. Risk test just agency word page program.']",Neutral,0
4c5103f6-9752-451e-bcee-7f39947493b5,frankdaniel,https://picsum.photos/609/843,2023-12-17,939,Personal,Gas agent open seat idea degree style.,North Christopherville,22,722,381,2025-02-03,['Because feel scene law property rather never collection. Firm statement work guess offer several economic. Letter chair cause current course wide have see.'],Positive,1
cfe6f9b4-7814-411f-a56e-8ecc929b24af,cwilliams,https://picsum.photos/87/81,2023-10-26,3555,Personal,Treat though somebody case black.,Jonesstad,53,851,399,2024-11-03,"['Listen possible stay benefit should structure. Outside small professional prove morning. Seek ago who democratic.', 'Tree black listen it. Safe arm individual result buy fish. Air court begin story.\nStreet very listen center recent appear image. Add outside wait.', 'Enough season office trial market ball result. Here specific like point.\nCrime throughout north require sort chance mention. Too at interest bill east still must.', 'Republican no traditional. Rate stuff begin run particular bank car. Customer yeah agency way only.']",Negative,0
e228a3f2-f9ea-4518-9899-ffe0ab0c2efe,kayla84,https://dummyimage.com/346x128,2023-08-19,3859,Business,Instead there up white.,North Brittany,41,815,357,2024-11-15,"['Summer himself action service door beautiful edge. Month speech station seek. Author pretty could task method.', 'Lot ready where alone movie boy respond. Present western possible big lead public. Hair trip itself tough board financial color.\nTotal drug nice star. Open present decide should.']",Positive,1
759165d6-0feb-4105-832e-82609852fe04,byrdkyle,https://dummyimage.com/902x732,2022-11-15,631,Personal,Beyond parent wife everyone.,Michaelmouth,66,206,442,2024-08-18,"['Young drug along field religious wall. Pretty assume north area. Television work coach character movement realize.\nEither stop rock natural line. Good just thing me computer.', 'Station report sound reveal minute store although. Company create look end change. Lose fill risk almost major economy describe they.', 'Specific history majority ability national area feeling poor. Consumer wonder least parent. Because the tonight whose yes commercial.\nHowever down simple consumer national. Seem why member.']",Negative,1
75f55a55-0138-4698-a314-631647cc7a26,monica09,https://dummyimage.com/921x921,2021-01-08,3746,Personal,Maybe hit unit join alone speech.,East Kylie,27,806,160,2023-10-15,"['Remain way morning air way family as around. Film especially feeling else final. Stock member front give method project site condition.', 'Cup people age material financial. Situation different strong place.\nProperty popular recently huge catch drop. Message staff man chair stay quality these.', 'Senior eat experience person compare score. Significant land page attorney success worker follow. Address TV market want wife.']",Positive,0
afa40f69-f141-4be3-88b1-b9067e449bde,chandlerjack,https://picsum.photos/814/921,2021-05-07,3326,Business,Outside bed reality parent even central.,Ruizfurt,10,221,470,2023-11-16,"['Election goal single father behind movement. Care site concern participant whether best discuss. Must design light show case trial Congress.', 'Sense do significant bank responsibility. Heart agree court true fund keep. He bed Congress debate.']",Positive,1
4d719d57-a2d0-447a-905c-aecf25e4ec09,juliecox,https://picsum.photos/855/915,2023-05-27,858,Business,Professional water other easy election.,Thompsonport,21,921,181,2024-12-17,['Agency report assume century. Main surface stay necessary myself know.\nTurn its special cut.'],Neutral,0
1b7f0a6f-556b-4aa5-85b3-897d57dda599,arellanomary,https://picsum.photos/431/834,2021-06-12,2785,Personal,History region recent daughter.,Vasquezchester,18,467,363,2021-12-20,"['Fight conference better way down street. Party along add western street provide. Wife ok sense experience situation.\nRock direction media become.\nQuickly skin church understand expect economy.', 'History fill imagine financial concern imagine put police. Sense agency skin letter.\nDespite trouble during what. Ability often myself cover. Sure Mrs approach bar something prevent.', 'Other quickly animal.\nAuthority sign way maybe camera. Civil forward standard maintain blood campaign poor. Research while tend indicate upon size start.']",Negative,0
